Temp(C),Temp(K),Humidity,Pressure,Soil Moisture,Smoke Density,Air Density,Wind Speed,FFMC,DMC,DC,ISI,BUI,FWI,Risk
55.32,328.47,31.3,920.68,32.71,39.78,2.8,1.67,10,37.16,55.09,1.67,46.12,7.7,Low
58.5,331.65,40.6,927,2.84,32.63,2.8,3.7,14.85,3.2,4.83,5.49,4.02,2.21,Low
57.99,331.14,51.96,926.93,7.64,47.61,2.8,4,9.96,7.52,12.8,3.98,10.16,4.04,Low
51.1,324.25,75.07,908.11,35.12,65.85,2.8,1.45,7.38,47.94,59.04,1.07,53.49,5.72,Low
58.36,331.51,82.65,927.95,29.35,42.24,2.8,1.3,13.8,15.07,48.75,1.79,31.91,5.71,Low
48.61,321.76,72.48,900.69,30.61,31.76,2.8,1.43,8.52,30.11,51.08,1.22,40.59,4.95,Low
55.24,328.39,87.97,921.01,17.63,45.56,2.8,8.26,13.19,16.08,19.79,10.89,17.93,19.53,Medium
57.07,330.22,64.54,924.49,34.92,44.25,2.8,2.32,12.73,51.7,41.79,2.95,46.75,13.79,Medium
50.73,323.88,36.8,908.21,29.6,51.8,2.8,3.97,11.36,41.75,33.16,4.51,37.45,16.89,Medium
53.22,326.37,51.91,913.56,38.59,43.83,2.8,4.55,11.91,54.28,40.54,5.42,47.41,25.7,Medium
48.99,322.14,80.46,900.83,19.51,36.25,2.8,8.9,7.66,17.47,25.69,6.82,21.58,14.72,Medium
51.16,324.31,87.67,907.62,34.86,65.31,2.8,6.63,9.12,24.57,60.99,6.05,42.78,25.88,Medium
51.03,324.18,61.6,908.1,32.58,64.97,2.8,6.26,7.41,47.46,44.49,4.64,45.98,21.33,Medium
53,326.15,33.88,914.1,25.79,46.18,2.8,7.48,13.94,22.81,30.37,10.43,26.59,27.73,Medium
49.07,322.22,38.81,901.4,27.9,38.46,2.8,6.34,5.58,25.42,48.59,3.54,37.01,13.1,Medium
50.92,324.07,71.38,906.3,12.36,63.7,2.8,8.79,12.21,11.4,15.87,10.73,13.63,14.62,Medium
52.54,325.69,88.28,910.78,12.43,67.45,2.8,7.31,16.97,10.84,18.4,12.41,14.62,18.14,Medium
51.73,324.88,58.22,910.39,18.93,42.91,2.8,8.68,7.09,24.94,20.94,6.15,22.94,14.11,Medium
48.35,321.5,52.17,901.63,14.52,39.78,2.8,7.57,12.99,13.96,22,9.83,17.98,17.67,Medium
50.2,323.35,30.92,904.05,22.65,52.94,2.8,9.16,5.72,26.7,32.79,5.24,29.74,15.58,Medium
49.53,322.68,54.04,903.32,38.72,56.42,2.8,4.94,8.43,28.7,71.96,4.16,50.33,20.94,Medium
56.27,329.42,57.63,923.54,10.14,58.05,2.8,7.89,13.87,13.68,14.88,10.94,14.28,15.62,Medium
48.5,321.65,76.47,900.68,16.02,41.5,2.8,6.99,11.1,14.75,30.58,7.76,22.66,17.58,Medium
52.26,325.41,80.74,911.63,34.67,59.97,2.8,6.22,8.7,21.6,66.7,5.41,44.15,23.89,Medium
53.62,326.77,50.64,913.33,28.39,69.16,2.8,2.42,13.53,40.16,48.87,3.27,44.52,14.56,Medium
49.57,322.72,89.86,902.49,25.66,43.59,2.8,4.97,11.67,18.19,42.05,5.8,30.12,17.47,Medium
51.89,325.04,59.89,910.8,33.05,46.47,2.8,7.76,10.09,30.18,39.75,7.83,34.97,27.38,Medium
56.09,329.24,78.62,922.33,28.79,56.87,2.8,4.36,11.38,27.58,39.5,4.96,33.54,16.64,Medium
59.49,332.64,52.61,930.32,35.1,53.97,2.8,6.58,10.18,22.79,51.59,6.7,37.19,24.92,Medium
55.5,328.65,81.54,921.48,30.9,43.46,2.8,5.27,10.58,31.29,61.42,5.58,46.36,25.87,Medium
52.6,325.75,62.61,912.77,37.97,61.44,2.8,5.64,8.76,35.2,52.4,4.94,43.8,21.64,Medium
52.66,325.81,39.68,917.01,37.83,39.87,2.81,8.21,12.3,46.08,66.43,10.1,56.26,56.82,Extreme
52.24,325.39,79.46,915.29,33.21,54.33,2.81,8.47,14.86,38.17,65.23,12.59,51.7,65.09,Extreme
51.3,324.45,60.41,912.99,37.06,33.61,2.81,8.64,10.98,51.29,48.86,9.49,50.08,47.53,Extreme
55.87,329.02,45.6,925.21,22.14,32.66,2.81,7.85,15.08,23.22,36.94,11.84,30.08,35.61,High
48.95,322.1,52.14,903.91,24.95,50.5,2.81,8.34,11.17,31.31,43.62,9.32,37.46,34.91,High
59.73,332.88,61.11,934.55,28.22,41.29,2.81,7.45,10.25,41.47,50.23,7.64,45.85,35.03,High
47.68,320.83,57.86,902.09,23.08,64.52,2.81,9.27,14.22,27.82,24.13,13.18,25.98,34.24,High
57.77,330.92,64.15,928.76,25.07,51.48,2.81,7.86,15.3,28.56,43.75,12.03,36.16,43.5,High
59.36,332.51,53.46,935.04,8.77,53.59,2.81,6.36,15.45,4.68,13.19,9.83,8.93,8.78,Low
48.9,322.05,87.41,905.27,18.82,49.57,2.81,4.84,8.85,19.19,27.98,4.28,23.59,10.1,Low
52.82,325.97,62.03,915.59,21.49,66.03,2.81,2.11,10.34,21.48,29.08,2.18,25.28,5.51,Low
59.46,332.61,51.12,934.69,1.75,31.57,2.81,3.58,12.75,2.02,2.87,4.56,2.45,1.12,Low
49.56,322.71,32.42,907.81,12.08,48.6,2.81,1.12,7.71,9.47,19.64,0.86,14.55,1.25,Low
48.47,321.62,81.19,902.97,14.94,52.47,2.81,4.01,11.62,10.46,16.85,4.66,13.66,6.37,Low
54.23,327.38,85.82,918.56,5.68,36.45,2.81,3.15,10.85,7.84,10.47,3.42,9.16,3.13,Low
52.44,325.59,32.44,913.95,15.6,33.18,2.81,3.27,8.3,17.88,23.98,2.71,20.93,5.67,Low
49.93,323.08,55.58,909.08,4.8,66.06,2.81,1.18,6.68,6.65,5.12,0.79,5.88,0.46,Low
59.66,332.81,32.59,934.52,20.22,56.84,2.81,2.65,10.38,15.8,25.39,2.75,20.59,5.66,Low
51.84,324.99,33.07,913.17,3.81,30.59,2.81,7.67,4.92,2.14,4.96,3.77,3.55,1.34,Low
54.46,327.61,65.7,920.17,1.17,67.44,2.81,5.09,12.53,1.74,2.08,6.38,1.91,1.22,Low
58.64,331.79,46.98,933.55,30.68,40.31,2.81,4.46,8.44,19.94,48.29,3.76,34.12,12.83,Low
52.62,325.77,59.86,914.08,19.88,34.29,2.81,2.88,10.44,15.12,39.75,3.01,27.43,8.26,Low
50.62,323.77,75.06,909.42,5.82,59.9,2.81,1.72,11.33,8.7,6.84,1.95,7.77,1.52,Low
47.8,320.95,34.42,903.41,7.06,66.59,2.81,5.58,5.54,4.86,12.48,3.09,8.67,2.68,Low
50.74,323.89,30.86,910.6,1.29,65.15,2.81,2.61,5.96,1.57,2.28,1.56,1.92,0.3,Low
54.18,327.33,70.48,920.96,10.47,69.42,2.81,5.25,7.06,9.42,12.52,3.71,10.97,4.07,Low
58.01,331.16,89.33,931.78,12.01,59.17,2.81,0.17,8.96,8.48,18.87,0.15,13.68,0.21,Low
55.38,328.53,68.85,921.54,9.27,31.74,2.81,5.03,12.5,10.67,13.6,6.29,12.13,7.63,Low
50.18,323.33,33.08,907.83,14.01,59.63,2.81,5.13,4.51,10.2,23.67,2.31,16.94,3.91,Low
52.03,325.18,39.33,914.04,17.67,61.64,2.81,0.84,6.32,14.31,25.66,0.53,19.98,1.06,Low
54.64,327.79,36.29,920.62,21.85,60.61,2.81,4.41,8.25,30.4,35.41,3.64,32.91,11.98,Low
59.41,332.56,32.91,933.36,17.04,32.95,2.81,3.42,5.73,17.08,25.38,1.96,21.23,4.16,Low
55.45,328.6,35.3,923.52,5.77,58.3,2.81,6.01,7.04,6.75,10.95,4.23,8.85,3.74,Low
55.41,328.56,45.49,924.39,9.98,54.16,2.81,3.5,12.44,10.05,10.1,4.35,10.07,4.38,Low
50.87,324.02,72.78,910.3,13.19,68.69,2.81,2.21,15.49,6.77,18.85,3.42,12.81,4.38,Low
54.99,328.14,39.43,922.51,14.59,57.95,2.81,7.75,6.4,18.85,17.17,4.96,18.01,8.93,Low
52.15,325.3,46.22,914.38,12.82,34.55,2.81,8.44,12.96,16.6,19.14,10.94,17.87,19.55,Medium
57.13,330.28,71.81,927.98,31.04,50.82,2.81,5.67,12.85,36.7,37.68,7.29,37.19,27.11,Medium
57.94,331.09,37.5,931.09,26.23,63.32,2.81,5.57,10.69,28.29,43.85,5.95,36.07,21.46,Medium
53.98,327.13,59.95,919.38,12.19,50.63,2.81,7.6,13.05,13.43,18.22,9.92,15.82,15.69,Medium
52.23,325.38,73.33,913.64,15.76,31.16,2.81,8.16,13.58,20.83,19.25,11.08,20.04,22.2,Medium
55,328.15,43.4,923.34,15.44,64.15,2.81,8.2,13.16,21.52,30.05,10.79,25.79,27.83,Medium
47.37,320.52,38.41,901.33,34.42,65.48,2.81,4.6,11.99,20.96,49.3,5.52,35.13,19.39,Medium
49.73,322.88,68.13,907.11,12.12,30.05,2.81,8.19,12.93,18.13,16.56,10.59,17.34,18.36,Medium
47.42,320.57,82.64,901.42,10.98,32.85,2.81,8.68,16.17,15.22,21.35,14.04,18.29,25.68,Medium
52.9,326.05,34.86,916.88,17.04,59.78,2.81,6.55,11.34,20.4,27.02,7.43,23.71,17.62,Medium
59.61,332.76,88.85,934.1,16.57,35.31,2.81,7.67,11.73,14.95,23.03,9,18.99,17.09,Medium
53.14,326.29,41.83,916.44,26.9,56.27,2.81,5.57,6.68,29.6,41.55,3.72,35.58,13.24,Medium
50.19,323.34,73.51,908.59,16.13,42.15,2.81,7,15.76,20.85,29.28,11.03,25.07,27.65,Medium
56.17,329.32,73.09,923.91,30.49,50.9,2.81,3.94,13.27,38.11,54.51,5.23,46.31,24.22,Medium
52.06,325.21,53.25,912.67,13.57,69.56,2.81,7.88,12.55,13.03,23.78,9.89,18.41,18.21,Medium
56.75,329.9,71.03,925.67,20.42,64.36,2.81,7.79,12.04,18.99,38.28,9.38,28.63,26.85,Medium
49.43,322.58,59.94,906.84,20.71,32.81,2.81,7.88,7.24,20.61,33.45,5.71,27.03,15.43,Medium
53.23,326.38,85.85,916.48,16.85,39.52,2.81,6.97,10.43,18.49,21.58,7.27,20.03,14.56,Medium
52.17,325.32,61.66,914.98,20.46,58.33,2.81,6.75,9.38,17.64,39.99,6.33,28.82,18.24,Medium
50.09,323.24,85.76,908.88,28.17,50.68,2.81,8.32,7.33,16.58,41.12,6.1,28.85,17.6,Medium
56.27,329.42,88.97,927.79,29.25,45.33,2.82,8.05,14.41,37.91,46.49,11.6,42.2,48.95,Extreme
55.27,328.42,78.03,925.09,22.35,61.68,2.82,8.17,15.8,25.4,43.78,12.91,34.59,44.66,Extreme
53.81,326.96,79.81,920.65,32.93,42.71,2.82,7.15,11.02,18.93,63.65,7.88,41.29,32.54,High
57.59,330.74,70.04,933.86,32.49,47.91,2.82,7.56,14.56,16.58,51.45,11.01,34.02,37.46,High
58.19,331.34,89.65,933.58,15.02,65.15,2.82,6.91,17.55,19.7,26.64,12.13,23.17,28.11,High
47.5,320.65,77.26,904.64,34.21,55.18,2.82,7.69,11.22,45.82,49.81,8.63,47.81,41.26,High
52.09,325.24,51.03,915.59,28.88,64.69,2.82,7.66,10.89,36.11,44.13,8.34,40.12,33.46,High
45.6,318.75,55.03,900.38,15.91,40.53,2.82,1.58,5.41,22.59,17.18,0.85,19.88,1.69,Low
58.02,331.17,88.86,932.67,2.97,35.32,2.82,4.46,9.03,3.6,3.31,4.03,3.46,1.39,Low
48.03,321.18,74.28,905.72,12.57,60.58,2.82,8.67,6.92,13.43,13.22,6,13.32,7.99,Low
56.81,329.96,55.41,929.41,3.22,44.24,2.82,1.7,15.62,3.07,3.37,2.66,3.22,0.86,Low
56.95,330.1,60.49,930.42,1.86,57.45,2.82,6.87,15.25,2.51,3.03,10.48,2.77,2.9,Low
59.56,332.71,69.37,937.25,21.43,61.32,2.82,5.03,7.64,10.86,34.02,3.84,22.44,8.62,Low
50.58,323.73,82.21,911.49,14.53,66.64,2.82,8.59,8.78,17.01,17.09,7.54,17.05,12.86,Low
55.5,328.65,63.62,927.53,17.28,42.55,2.82,3.46,11.84,16.73,21.95,4.1,19.34,7.93,Low
51.74,324.89,76.52,917.12,15.31,59.3,2.82,3.24,10.92,20.41,17.17,3.54,18.79,6.65,Low
54.26,327.41,75.71,924.72,2.57,34.28,2.82,3.05,10.78,2.97,4.71,3.29,3.84,1.26,Low
56.28,329.43,82.29,927.89,2.34,60.9,2.82,4.9,11.94,2.55,3.51,5.85,3.03,1.77,Low
53.24,326.39,69.63,920.9,35.45,56.91,2.82,4.57,7.71,27.05,44.34,3.52,35.7,12.57,Low
52.34,325.49,38.76,917.67,33.82,57.75,2.82,1.26,6.42,40.73,41.79,0.81,41.26,3.34,Low
51.48,324.63,66.44,914.98,15.74,53.88,2.82,5.81,9.21,11.13,30.58,5.35,20.86,11.16,Low
47.95,321.1,87.04,905.28,3.68,61.92,2.82,6.77,14.2,4.78,6.42,9.61,5.6,5.38,Low
49.64,322.79,67.91,909.29,29.7,57.55,2.82,2.37,7.22,28.71,40.54,1.71,34.62,5.92,Low
46.66,319.81,83.98,901.13,6.79,61.43,2.82,8.11,8.52,6.58,11.96,6.91,9.27,6.41,Low
54.69,327.84,43.28,923.91,7.93,41.98,2.82,3.61,12.35,8.79,9.87,4.46,9.33,4.16,Low
52.46,325.61,44.95,918.94,21.54,35.97,2.82,4.24,8.06,22.2,26.22,3.42,24.21,8.28,Low
55.87,329.02,53.2,928.24,12.62,62.83,2.82,5.25,12.56,13.17,25.24,6.59,19.2,12.65,Low
59.93,333.08,38.61,939.6,12.02,54.22,2.82,4.71,11.72,15.97,21.32,5.52,18.64,10.29,Low
56.04,329.19,55.22,928.47,7.15,43.02,2.82,6.81,13.02,6.81,12.14,8.87,9.47,8.4,Low
54.87,328.02,65.73,923.41,4.44,63.66,2.82,7.94,9.58,2.33,5.49,7.61,3.91,2.98,Low
59.42,332.57,52.69,937.15,26.62,51.46,2.82,1.84,7.07,39.35,30.67,1.3,35.01,4.55,Low
59.66,332.81,58.09,939.94,9.94,30.01,2.82,1.55,13.17,13.05,19.52,2.04,16.29,3.32,Low
59.49,332.64,61.07,938.43,11.33,62.57,2.82,2.98,12.66,6.3,13.25,3.77,9.78,3.69,Low
56.55,329.7,89.47,929.82,16.21,68.16,2.82,4.09,13.33,17.53,27.71,5.45,22.62,12.33,Low
51.83,324.98,30.31,916.83,18.21,65.34,2.82,8.24,7.91,12.53,18.49,6.52,15.51,10.11,Low
48.07,321.22,34.62,907,36.82,41.44,2.82,3.24,4.66,46.32,56.6,1.51,51.46,7.77,Low
51,324.15,58.85,913.15,9.23,49.54,2.82,7.25,8.25,6.22,14.07,5.98,10.14,6.06,Low
47.92,321.07,31.07,904.25,11.75,65.8,2.82,7.45,5.32,10.61,15.87,3.96,13.24,5.24,Low
52.5,325.65,82.92,916.73,39.88,63.21,2.82,0.72,12.87,37.5,60.85,0.93,49.17,4.57,Low
55.51,328.66,55.97,925.48,18.23,34.42,2.82,7.89,10.92,19.32,33.37,8.62,26.34,22.71,Medium
57.17,330.32,76.97,933.01,28.6,36.01,2.82,6.18,10.48,29.87,30.61,6.48,30.24,19.6,Medium
49.47,322.62,38.58,910.93,17.91,61.86,2.82,8.02,8.72,15.62,32.54,6.99,24.08,16.83,Medium
49.07,322.22,46.45,908.58,34.89,68.66,2.82,4.16,7.82,36.04,53.16,3.25,44.6,14.49,Medium
50.72,323.87,85.31,912.6,15.11,38.15,2.82,6.24,12.3,13.16,27.57,7.68,20.37,15.64,Medium
52.38,325.53,43.56,917.87,14.52,51.84,2.82,8.13,14.19,15.97,25.23,11.54,20.6,23.77,Medium
58.94,332.09,36.5,936.41,39.56,31.55,2.82,5.3,5.15,48.73,68.95,2.73,58.84,16.06,Medium
58.06,331.21,79.42,932.97,18.13,34.26,2.82,7.83,10.7,19.65,26.77,8.38,23.21,19.45,Medium
50.42,323.57,55.39,911.35,25.08,31.58,2.82,7.03,8.64,20.41,41.54,6.07,30.98,18.8,Medium
55.45,328.6,66.53,927.27,16.71,64.77,2.82,7.18,7.97,22.94,26.12,5.72,24.53,14.03,Medium
59.8,332.95,66.16,938.04,29.96,64.34,2.82,4.23,10.19,15.24,57.28,4.31,36.26,15.63,Medium
51.16,324.31,71.55,914.88,37.63,69.98,2.82,4.29,7.14,54.08,55.95,3.06,55.02,16.84,Medium
48.02,321.17,70.89,905.28,38.12,58.92,2.82,7.57,6.21,26.57,70.57,4.7,48.57,22.83,Medium
55.96,329.11,41.94,926.66,20.96,46.6,2.82,3.66,11.51,24.36,39.83,4.21,32.09,13.51,Medium
51.35,324.5,52.97,913.77,11.95,43.86,2.82,8.6,14.92,6.83,21.1,12.83,13.96,17.91,Medium
53.53,326.68,31.8,920.1,34.14,67.32,2.82,8.38,7.3,43.75,46.85,6.12,45.3,27.72,Medium
53.6,326.75,88.32,922.77,29.62,35.09,2.82,5.95,9.25,28.61,35.77,5.5,32.19,17.7,Medium
50.14,323.29,84.09,914.8,31.3,69.64,2.83,5.98,16.88,40.32,53.62,10.09,46.97,47.39,Extreme
48.37,321.52,65.31,910.14,35.84,46.69,2.83,8.89,12.37,34.56,47.38,11,40.97,45.07,Extreme
49.28,322.43,81.32,911.23,28.68,55.11,2.83,6.67,11.57,41.79,53.12,7.72,47.45,36.63,High
52.7,325.85,79.3,922.79,37.85,59.05,2.83,7.66,9.83,55.54,55.7,7.53,55.62,41.88,High
58.04,331.19,66.67,936.7,27.04,54.92,2.83,7.15,14.23,39.19,47.23,10.17,43.21,43.94,High
51.59,324.74,35.54,918.74,38.03,30.64,2.83,8.24,9.14,49.42,48.6,7.53,49.01,36.9,High
50.22,323.37,37.69,915.01,27.03,69.87,2.83,8.53,12.19,28.57,41.9,10.4,35.23,36.64,High
57.55,330.7,32.75,936.48,36.17,42.17,2.83,0.97,6.56,19.28,43.02,0.64,31.15,1.99,Low
48.27,321.42,64.24,908.07,7.75,47.2,2.83,3.81,6.57,4.86,10.79,2.5,7.82,1.96,Low
51.65,324.8,63.3,919.67,9.36,67.62,2.83,7.42,11.38,8.56,11.35,8.44,9.96,8.41,Low
53.79,326.94,43.43,926.28,11.56,38.41,2.83,7.96,5.55,10.86,21.8,4.42,16.33,7.22,Low
57.49,330.64,71.26,934.22,2.51,67.61,2.83,4.03,10.97,1.64,2.63,4.42,2.13,0.94,Low
55.22,328.37,86.46,927.87,10.99,39.14,2.83,4.03,10.26,11.9,11.28,4.13,11.59,4.79,Low
57.92,331.07,81.43,937.84,22.06,44.79,2.83,2.18,15.31,13.8,27.73,3.34,20.77,6.94,Low
48.59,321.74,39.77,910.41,14.93,69.96,2.83,4.26,6.75,10.68,27.27,2.88,18.98,5.47,Low
57.65,330.8,48.46,935.65,8.93,62.13,2.83,2.27,8.65,11.47,14.87,1.96,13.17,2.58,Low
47.78,320.93,32.68,908.43,10.27,65.53,2.83,5.1,10.05,9.46,12.66,5.13,11.06,5.67,Low
45.46,318.61,60.55,901.95,23.32,62.15,2.83,6.62,7.59,26.68,23.77,5.02,25.23,12.67,Low
55.28,328.43,42.64,930.54,20.31,36.08,2.83,4.79,8.11,17.49,34.01,3.88,25.75,9.99,Low
59.34,332.49,36.65,939.69,28.69,30.03,2.83,3.34,5.13,15.19,34.29,1.71,24.74,4.23,Low
58.26,331.41,33.23,936.68,31.73,47.46,2.83,4.24,8.55,29.92,33.18,3.63,31.55,11.45,Low
46.68,319.83,47.42,904.93,9.02,50.02,2.83,6.24,12.43,4.83,9.74,7.76,7.29,5.66,Low
44.75,317.9,88.38,900.52,21.5,39.08,2.83,2.1,13.59,23.73,26.01,2.85,24.87,7.09,Low
48.44,321.59,59.12,909.9,34.17,61.16,2.83,1.86,14.04,43.04,51.66,2.61,47.35,12.36,Low
54.44,327.59,44.63,926.03,3.13,63.35,2.83,4.82,8.9,1.59,5.16,4.29,3.38,1.45,Low
59.71,332.86,68.07,942.35,34.89,33.16,2.83,2.71,8.8,35.28,44.94,2.38,40.11,9.55,Low
45.75,318.9,79.17,903.3,14.99,54.75,2.83,7.53,8.11,8.55,18.09,6.11,13.32,8.14,Low
52.82,325.97,88.82,921.37,3.32,38.5,2.83,3.05,9,2.4,4.13,2.75,3.26,0.9,Low
51.86,325.01,73.52,921.4,36.51,65.99,2.83,4.93,7.35,33.15,38.61,3.62,35.88,12.99,Low
48,321.15,62.46,910.22,20.24,61.23,2.83,7.8,7.03,11.8,21.04,5.48,16.42,9,Low
56.1,329.25,60.74,932.62,8.06,38.8,2.83,1.49,12,7.28,10.52,1.79,8.9,1.59,Low
47.25,320.4,59.51,907.83,10.12,50.16,2.83,8.83,12.93,10.68,11.04,11.42,10.86,12.4,Low
45.67,318.82,50.67,903.85,15.46,65.28,2.83,5.23,6.25,12.75,19.86,3.27,16.3,5.33,Low
46.41,319.56,48.54,903.13,9.95,35.08,2.83,1.06,9.67,8.38,15.95,1.03,12.16,1.25,Low
52.34,325.49,33.33,920.85,32.37,30.36,2.83,2.09,8.92,21.69,51.84,1.86,36.77,6.84,Low
58.55,331.7,69.34,939.77,17.47,55.74,2.83,3.2,9.73,17.04,20,3.11,18.52,5.76,Low
50.94,324.09,61.6,916.88,16.9,54.61,2.83,7.49,6.18,18.73,19.57,4.63,19.15,8.87,Low
45.72,318.87,31.26,902.77,37.23,41.07,2.83,1.48,9.51,26.18,57.6,1.41,41.89,5.91,Low
49.36,322.51,58.69,912.08,34,64.45,2.83,2.27,8.76,32.5,40.19,1.99,36.34,7.23,Low
59.38,332.53,58.04,939.51,28.6,47.06,2.83,2.55,15.3,41.44,40.22,3.9,40.83,15.92,Medium
52.75,325.9,38.23,922.81,28.15,62.98,2.83,7.8,8.73,33.12,39.49,6.81,36.3,24.72,Medium
45.29,318.44,36.56,901.47,20.29,34.04,2.83,7.56,12.93,24.11,30.32,9.78,27.21,26.61,Medium
56.62,329.77,37.39,933.73,14.8,62.83,2.83,6.82,14.33,18.71,14.97,9.77,16.84,16.45,Medium
56.03,329.18,46.53,931.12,25.83,51.89,2.83,5.63,6.55,25.74,51.24,3.69,38.49,14.2,Medium
51.61,324.76,41.69,917.8,30.25,55.21,2.83,7.23,7.14,31.42,51.22,5.16,41.32,21.32,Medium
47.91,321.06,42.42,907.52,25.27,45.71,2.83,5.89,9.68,27.77,27.78,5.7,27.77,15.83,Medium
46.73,319.88,64.54,903.86,21.48,63.63,2.83,5.71,15.41,21.73,29.65,8.8,25.69,22.61,Medium
51.24,324.39,39,917.65,22.03,52.29,2.83,7.22,10.52,25.43,43.25,7.6,34.34,26.1,Medium
46.46,319.61,81.7,905.9,27.03,67.22,2.83,8.98,7.7,29.08,39.6,6.91,34.34,23.73,Medium
54.7,327.85,55.6,927.19,19.33,48.02,2.83,7.76,12,18.58,37.61,9.31,28.09,26.15,Medium
49.45,322.6,31.22,911.61,23.65,42.03,2.83,7.15,10.11,23.61,45.83,7.23,34.72,25.1,Medium
56.45,329.6,54.08,934.1,8.99,31.89,2.83,7.9,13.68,7.14,17.69,10.81,12.42,13.43,Medium
47.79,320.94,51.51,908.29,24.94,43.1,2.83,6.82,9.54,34.93,42.85,6.51,38.89,25.32,Medium
49.41,322.56,85.62,911.59,21.08,51.1,2.83,6.56,7.52,31.59,35.79,4.93,33.69,16.61,Medium
58.29,331.44,76.56,936.7,28.47,64.2,2.83,2.54,14.92,38.05,52.32,3.79,45.19,17.13,Medium
54.96,328.11,42.81,927.62,34.27,52.1,2.83,4.46,8.61,35.48,40.3,3.84,37.89,14.55,Medium
47.64,320.79,81.62,908.79,32.52,62.32,2.83,3.37,12.68,24.01,60.37,4.27,42.19,18.02,Medium
46.04,319.19,64.62,906.72,37.72,31.2,2.84,8.28,12.32,35.31,58.35,10.2,46.83,47.77,Extreme
48.9,322.05,31.82,915.92,32.31,39.47,2.84,8.21,13.84,38.79,53.49,11.36,46.14,52.42,Extreme
45.61,318.76,57.16,904.62,31.39,52.76,2.84,8.34,11.06,42.47,60.58,9.22,51.52,47.5,Extreme
46.27,319.42,55.49,905.59,30.99,40.5,2.84,7.86,14.84,18.47,60.11,11.66,39.29,45.81,Extreme
45.04,318.19,59.79,903.25,31.09,45.91,2.84,8.29,10.71,40.91,60.5,8.88,50.7,45.02,Extreme
59.19,332.34,88.17,945.24,39.21,53.2,2.84,5.26,13.88,19.67,64.96,7.3,42.31,30.89,High
47.53,320.68,41.26,909.44,23.51,52.16,2.84,8.4,14.4,32.82,29.33,12.1,31.07,37.59,High
51.01,324.16,34.68,921.97,34.97,63.04,2.84,7.66,11.74,25.37,69.42,8.99,47.4,42.61,High
44.16,317.31,63.29,901.78,39.4,48.99,2.84,9.09,10.5,21.12,70.78,9.54,45.95,43.84,High
59.27,332.42,65.79,944.12,30.69,59.19,2.84,4.37,14.85,37.09,56.63,6.49,46.86,30.41,High
51.26,324.41,69.84,921.78,31.76,61.72,2.84,4.9,14.97,31.25,53.5,7.34,42.38,31.11,High
53.39,326.54,37.08,927.93,34.45,56.34,2.84,7.73,12.81,43.48,36.3,9.9,39.89,39.49,High
47.98,321.13,72.1,912.59,24.23,38.7,2.84,7.36,15.37,22.76,43.22,11.31,32.99,37.31,High
59.69,332.84,81.55,946.86,33.53,64.87,2.84,4.61,13.77,38.37,59.44,6.35,48.91,31.06,High
53.79,326.94,77.17,929.1,39.58,48.12,2.84,7.71,12.6,23.72,46.34,9.71,35.03,34.01,High
45.1,318.25,35.94,905.39,32.03,30.86,2.84,8.51,13.21,18.32,56.77,11.24,37.55,42.21,High
49.17,322.32,42.79,914.07,36.56,56.59,2.84,7.26,9.65,45.43,51.77,7.01,48.6,34.07,High
45.66,318.81,41.44,904.04,39.88,30.37,2.84,9.17,7.64,33.32,54.44,7.01,43.88,30.76,High
55.47,328.62,73.03,934.09,9.74,67.34,2.84,4.63,14.74,12.48,10.22,6.82,11.35,7.74,Low
59.12,332.27,44.88,942.49,13.66,56.95,2.84,3.94,11.44,18.79,23.91,4.51,21.35,9.63,Low
54.4,327.55,35.99,930.14,38.24,60.09,2.84,3.25,5.65,37.07,73.26,1.84,55.17,10.15,Low
44.59,317.74,58.13,902.43,14.8,44.4,2.84,8.47,6.21,9.97,16.05,5.26,13.01,6.84,Low
45.57,318.72,57.82,906.68,10.57,44.08,2.84,2.77,6.67,14.47,14.08,1.85,14.28,2.64,Low
47.9,321.05,45.87,910.39,11.12,62.4,2.84,4.89,7.56,12.85,18.36,3.7,15.61,5.78,Low
53.25,326.4,75.73,927.65,11.96,45.02,2.84,3.08,8.02,6.74,14.01,2.47,10.38,2.56,Low
43.27,316.42,64.8,900.18,27.64,67.3,2.84,3.93,8.36,26.94,38.13,3.29,32.54,10.71,Low
55.61,328.76,47.15,932.95,7.91,65.62,2.84,6.51,11.22,4.34,9.38,7.3,6.86,5.01,Low
58.41,331.56,34.42,942.23,12.95,44.94,2.84,2.72,8.28,7.74,14.21,2.25,10.98,2.47,Low
50.73,323.88,34.06,919.15,2.24,60.34,2.84,7.38,8.01,1.63,3.33,5.91,2.48,1.47,Low
50.65,323.8,72.05,920.34,8.09,36.25,2.84,1.28,10.66,6.38,10.92,1.36,8.65,1.18,Low
50.45,323.6,81.09,919.46,17.3,59.59,2.84,3.05,7.39,11.55,24.34,2.25,17.95,4.04,Low
52.19,325.34,78.57,924.24,16.12,48.33,2.84,2.9,8.96,13.62,30.11,2.6,21.86,5.68,Low
58.81,331.96,73.64,942.49,29.58,46.97,2.84,2.4,11.59,31.05,55.19,2.78,43.12,11.99,Low
59.3,332.45,62.27,943.23,4.59,33.14,2.84,7.03,15.96,4.74,5.61,11.22,5.18,5.81,Low
54.97,328.12,71.41,930.76,10.65,30.79,2.84,6.29,7.43,11.25,15.38,4.67,13.32,6.22,Low
